"Year","Country","Cancer_Site","Sex","Incidences","ASR","ASR_rolling"
2002,"Nothern Ireland","Prostate","Men","682",140.6,141.433333333333
2003,"Nothern Ireland","Prostate","Men","789",158.2,153.633333333333
2004,"Nothern Ireland","Prostate","Men","841",162.1,159.933333333333
2005,"Nothern Ireland","Prostate","Men","839",159.5,160.533333333333
2006,"Nothern Ireland","Prostate","Men","884",160,163.4
2007,"Nothern Ireland","Prostate","Men","977",170.7,169.8
2008,"Nothern Ireland","Prostate","Men","1033",178.7,179.2
2009,"Nothern Ireland","Prostate","Men","1125",188.2,176.466666666667
2010,"Nothern Ireland","Prostate","Men","973",162.5,174.866666666667
2011,"Nothern Ireland","Prostate","Men","1083",173.9,169.433333333333
2012,"Nothern Ireland","Prostate","Men","1108",171.9,167.933333333333
2013,"Nothern Ireland","Prostate","Men","1041",158,167.066666666667
2014,"Nothern Ireland","Prostate","Men","1161",171.3,165.166666666667
2015,"Nothern Ireland","Prostate","Men","1151",166.2,169.866666666667
2016,"Nothern Ireland","Prostate","Men","1206",172.1,166.133333333333
2017,"Nothern Ireland","Prostate","Men","1174",160.1,169.6
2018,"Nothern Ireland","Prostate","Men","1309",176.6,173
2000,"Scotland","All sites excl. NMSC","Men","12542",719.239830032566,720.621743624041
2001,"Scotland","All sites excl. NMSC","Men","12766",719.3582815537,723.174801077729
2002,"Scotland","All sites excl. NMSC","Men","13162",730.926291646921,727.657234358818
2003,"Scotland","All sites excl. NMSC","Men","13292",732.687129875834,734.215999172479
2004,"Scotland","All sites excl. NMSC","Men","13613",739.034575994681,725.535666448672
2005,"Scotland","All sites excl. NMSC","Men","13337",704.885293475501,722.262362717003
2006,"Scotland","All sites excl. NMSC","Men","13765",722.867218680828,714.387788833027
2007,"Scotland","All sites excl. NMSC","Men","13973",715.410854342752,721.267910536934
2008,"Scotland","All sites excl. NMSC","Men","14490",725.525658587221,725.149279988097
2009,"Scotland","All sites excl. NMSC","Men","14957",734.511327034318,723.633629756134
2010,"Scotland","All sites excl. NMSC","Men","14766",710.863903646864,724.227100867949
2011,"Scotland","All sites excl. NMSC","Men","15395",727.306071922665,716.205442646181
2012,"Scotland","All sites excl. NMSC","Men","15350",710.446352369014,719.511282645635
2013,"Scotland","All sites excl. NMSC","Men","15863",720.781423645227,718.431906707508
2014,"Scotland","All sites excl. NMSC","Men","16299",724.067944108283,715.347504248647
2015,"Scotland","All sites excl. NMSC","Men","16015",701.19314499243,706.509233437173
2016,"Scotland","All sites excl. NMSC","Men","16146",694.266611210807,696.201995662814
2017,"Scotland","All sites excl. NMSC","Men","16413",693.146230785206,700.754193125901
2018,"Scotland","All sites excl. NMSC","Men","17286",714.849737381691,692.034188610212
2000,"Scotland","All sites excl. NMSC","Women","13630",555.088078403344,548.891286386992
2001,"Scotland","All sites excl. NMSC","Women","13435",542.953427755356,547.997437341723
2002,"Scotland","All sites excl. NMSC","Women","13609",545.950805866468,547.006197668829
2003,"Scotland","All sites excl. NMSC","Women","13845",552.114359384663,553.961557075033
2004,"Scotland","All sites excl. NMSC","Women","14237",563.819505973967,557.952804148789
2005,"Scotland","All sites excl. NMSC","Women","14198",557.924547087738,559.913194261911
2006,"Scotland","All sites excl. NMSC","Women","14314",557.995529724028,564.583959702176
2007,"Scotland","All sites excl. NMSC","Women","14961",577.831802294762,573.981742725717
2008,"Scotland","All sites excl. NMSC","Women","15350",586.117896158362,585.668340281462
2009,"Scotland","All sites excl. NMSC","Women","15689",593.055322391262,591.235620081647
2010,"Scotland","All sites excl. NMSC","Women","15868",594.533641695318,592.866096284201
2011,"Scotland","All sites excl. NMSC","Women","15956",591.009324766022,594.811135270657
2012,"Scotland","All sites excl. NMSC","Women","16350",598.890439350632,596.425578951849
2013,"Scotland","All sites excl. NMSC","Women","16509",599.376972738892,598.385875395859
2014,"Scotland","All sites excl. NMSC","Women","16658",596.890214098054,597.428526426398
2015,"Scotland","All sites excl. NMSC","Women","16765",596.018392442247,593.095065640028
2016,"Scotland","All sites excl. NMSC","Women","16659",586.376590379784,588.197601214358
2017,"Scotland","All sites excl. NMSC","Women","16731",582.197820821042,592.314129032854
2018,"Scotland","All sites excl. NMSC","Women","17639",608.367975897735,590.596959103786
2000,"Scotland","Breast","Women","3737",152.815240628673,150.484121662586
2001,"Scotland","Breast","Women","3625",146.962910472888,149.855834148975
2002,"Scotland","Breast","Women","3724",149.789351345364,151.002065845368
2003,"Scotland","Breast","Women","3911",156.253935717853,154.521938122029
2004,"Scotland","Breast","Women","3979",157.522527302871,157.716807149701
2005,"Scotland","Breast","Women","4066",159.373958428378,159.552847590551
2006,"Scotland","Breast","Women","4151",161.762057040405,160.238925798773
2007,"Scotland","Breast","Women","4137",159.580761927536,161.840287607534
2008,"Scotland","Breast","Women","4316",164.178043854661,163.455088142524
2009,"Scotland","Breast","Women","4419",166.606458645374,166.195782777591
2010,"Scotland","Breast","Women","4504",167.802845832739,168.07185339599
2011,"Scotland","Breast","Women","4599",169.806255709858,168.898890890879
2012,"Scotland","Breast","Women","4631",169.087571130039,169.634323336494
2013,"Scotland","Breast","Women","4699",170.009143169586,168.032777110432
2014,"Scotland","Breast","Women","4610",165.00161703167,168.275974455958
2015,"Scotland","Breast","Women","4768",169.817163166617,166.137262950736
2016,"Scotland","Breast","Women","4649",163.593008653921,166.184823935049
2017,"Scotland","Breast","Women","4723",165.144299984608,168.025732381574
2018,"Scotland","Breast","Women","5048",175.339888506193,169.065293279467
2000,"Scotland","Colorectal","Men","1884",107.969008335662,107.481587037611
2001,"Scotland","Colorectal","Men","1849",106.18695229547,105.335964513441
2002,"Scotland","Colorectal","Men","1818",101.851932909192,105.164518539974
2003,"Scotland","Colorectal","Men","1903",107.45467041526,104.923973936337
2004,"Scotland","Colorectal","Men","1910",105.465318484559,104.955275115495
2005,"Scotland","Colorectal","Men","1895",101.945836446666,102.568285809238
2006,"Scotland","Colorectal","Men","1891",100.29370249649,102.451415517197
2007,"Scotland","Colorectal","Men","2017",105.114707608436,104.512286293509
2008,"Scotland","Colorectal","Men","2140",108.128448775602,106.986343811567
2009,"Scotland","Colorectal","Men","2169",107.715875050662,107.618403529092
2010,"Scotland","Colorectal","Men","2220",107.010886761012,107.381976281502
2011,"Scotland","Colorectal","Men","2257",107.419167032832,104.687927130403
2012,"Scotland","Colorectal","Men","2132",99.6337275973654,101.174989793982
2013,"Scotland","Colorectal","Men","2122",96.4720747517496,96.5835177484602
2014,"Scotland","Colorectal","Men","2086",93.6447508962657,93.0243753987048
2015,"Scotland","Colorectal","Men","2004",88.9563005480991,89.3809430993567
2016,"Scotland","Colorectal","Men","1981",85.5417778537054,88.9008053419593
2017,"Scotland","Colorectal","Men","2171",92.2043376240734,89.3199509237595
2018,"Scotland","Colorectal","Men","2175",90.2137372934996,90.544069586524
2000,"Scotland","Colorectal","Women","1687",68.7400312161517,67.8655361683634
2001,"Scotland","Colorectal","Women","1690",68.3132596132647,67.1460504546174
2002,"Scotland","Colorectal","Women","1601",64.3848605344358,64.860897795252
2003,"Scotland","Colorectal","Women","1553",61.8845732380556,63.3969947877527
2004,"Scotland","Colorectal","Women","1616",63.9215505907666,62.862296395224
2005,"Scotland","Colorectal","Women","1595",62.7807653568498,63.4535809399924
2006,"Scotland","Colorectal","Women","1632",63.6584268723609,64.1648460432897
2007,"Scotland","Colorectal","Women","1711",66.0553459006584,65.8778166435885
2008,"Scotland","Colorectal","Women","1777",67.9196771577461,67.4838763328344
2009,"Scotland","Colorectal","Women","1810",68.4766059400986,68.2722481000413
2010,"Scotland","Colorectal","Women","1823",68.4204612022791,67.5988243090207
2011,"Scotland","Colorectal","Women","1781",65.8994057846844,66.6063943455142
2012,"Scotland","Colorectal","Women","1789",65.4993160495791,64.8876492825622
2013,"Scotland","Colorectal","Women","1745",63.2642260134232,62.9336869717475
2014,"Scotland","Colorectal","Women","1694",60.0375188522401,61.3771760069762
2015,"Scotland","Colorectal","Women","1727",60.8297831552653,61.1916917739557
2016,"Scotland","Colorectal","Women","1790",62.7077733143617,60.1383436099813
2017,"Scotland","Colorectal","Women","1649",56.8774743603168,62.1693738553205
2018,"Scotland","Colorectal","Women","1956",66.9228738912829,62.7295761383333
2000,"Scotland","Lung","Men","2536",146.772502920236,147.187273564929
2001,"Scotland","Lung","Men","2532",143.073898779435,146.364239346184
2002,"Scotland","Lung","Men","2651",149.246316338881,144.280772184891
2003,"Scotland","Lung","Men","2521",140.522101436357,143.081972300483
2004,"Scotland","Lung","Men","2552",139.47749912621,139.27086884622
2005,"Scotland","Lung","Men","2550",137.813005976094,138.049424392215
2006,"Scotland","Lung","Men","2569",136.85776807434,136.555911555003
2007,"Scotland","Lung","Men","2596",134.996960614576,133.562665323937
2008,"Scotland","Lung","Men","2530",128.833267282896,133.73958212664
2009,"Scotland","Lung","Men","2724",137.388518482448,131.383739366037
2010,"Scotland","Lung","Men","2583",127.929432332767,131.434692343135
2011,"Scotland","Lung","Men","2656",128.98612621419,127.368239084073
2012,"Scotland","Lung","Men","2658",125.189158705261,126.367321512194
2013,"Scotland","Lung","Men","2683",124.92667961713,125.56617236161
2014,"Scotland","Lung","Men","2797",126.58267876244,122.676178307396
2015,"Scotland","Lung","Men","2625",116.519176542618,119.012548172388
2016,"Scotland","Lung","Men","2585",113.935789212105,114.779892891454
2017,"Scotland","Lung","Men","2653",113.884712919638,113.109989232594
2018,"Scotland","Lung","Men","2650",111.509465566038,110.573542320929
2000,"Scotland","Lung","Women","2032",83.6748346369389,79.6014921412218
2001,"Scotland","Lung","Women","1854",75.9287052673756,80.9875053334164
2002,"Scotland","Lung","Women","2053",83.3589760959346,80.4960191313024
2003,"Scotland","Lung","Women","2040",82.2003760305971,84.4477349135802
2004,"Scotland","Lung","Women","2195",87.783852614209,85.1504793692538
2005,"Scotland","Lung","Women","2153",85.4672094629554,87.5107904960712
2006,"Scotland","Lung","Women","2260",89.2813094110491,89.0248302477795
2007,"Scotland","Lung","Women","2367",92.3259718693339,91.7295856478361
2008,"Scotland","Lung","Women","2428",93.5814756631253,92.8093556860278
2009,"Scotland","Lung","Women","2423",92.5206195256242,93.2501844194984
2010,"Scotland","Lung","Women","2469",93.6484580697456,93.8686798938797
2011,"Scotland","Lung","Women","2555",95.4369620862694,95.4324715077113
2012,"Scotland","Lung","Women","2638",97.211994367119,96.8600274338332
2013,"Scotland","Lung","Women","2679",97.9311258481111,98.059786591208
2014,"Scotland","Lung","Women","2743",99.036239558394,96.430128964061
2015,"Scotland","Lung","Women","2585",92.3230214856779,95.0771544765436
2016,"Scotland","Lung","Women","2670",93.8722023855589,94.5477065452786
2017,"Scotland","Lung","Women","2806",97.447895764599,96.6719426273433
2018,"Scotland","Lung","Women","2878",98.6957297318721,96.3545214895041
2000,"Scotland","Oesophageal","Men","453",24.8148947056447,25.9770033362145
2001,"Scotland","Oesophageal","Men","484",26.8456230191013,26.6192097289271
2002,"Scotland","Oesophageal","Men","518",28.1971114620352,27.7878768623501
2003,"Scotland","Oesophageal","Men","511",28.3208961059138,28.5800938322354
2004,"Scotland","Oesophageal","Men","532",29.2222739287572,28.1372424164339
2005,"Scotland","Oesophageal","Men","517",26.8685572146307,27.813041931755
2006,"Scotland","Oesophageal","Men","528",27.3482946518771,27.0161836768417
2007,"Scotland","Oesophageal","Men","537",26.8316991640173,27.073613778517
2008,"Scotland","Oesophageal","Men","547",27.0408475196566,26.7443157139688
2009,"Scotland","Oesophageal","Men","547",26.3604004582325,26.6201481670433
2010,"Scotland","Oesophageal","Men","555",26.4591965232407,26.0385813123374
2011,"Scotland","Oesophageal","Men","547",25.296146955539,26.2587803494368
2012,"Scotland","Oesophageal","Men","584",27.0209975695306,26.0406662485782
2013,"Scotland","Oesophageal","Men","572",25.8048542206649,26.90598924485
2014,"Scotland","Oesophageal","Men","628",27.8921159443546,26.6533471302779
2015,"Scotland","Oesophageal","Men","599",26.2630712258141,26.365557322446
2016,"Scotland","Oesophageal","Men","578",24.9414847971693,26.2684238998894
2017,"Scotland","Oesophageal","Men","653",27.6007156766848,25.5461907012672
2018,"Scotland","Oesophageal","Men","586",24.0963716299474,24.7474516299326
2000,"Scotland","Oesophageal","Women","292",11.8508605532772,12.4122828016894
2001,"Scotland","Oesophageal","Women","297",11.9091094340045,12.0824134050521
2002,"Scotland","Oesophageal","Women","313",12.4872702278745,12.1152132972464
2003,"Scotland","Oesophageal","Women","300",11.9492602298603,12.5377502268969
2004,"Scotland","Oesophageal","Women","336",13.1767202229559,12.4352139174653
2005,"Scotland","Oesophageal","Women","308",12.1796612995796,12.4822611118311
2006,"Scotland","Oesophageal","Women","311",12.0904018129578,11.9118022823694
2007,"Scotland","Oesophageal","Women","298",11.4653437345708,11.4272564089606
2008,"Scotland","Oesophageal","Women","278",10.7260236793531,11.2017480714529
2009,"Scotland","Oesophageal","Women","300",11.4138768004349,11.5689409200374
2010,"Scotland","Oesophageal","Women","336",12.5669222803241,11.6716254184048
2011,"Scotland","Oesophageal","Women","296",11.0340771744555,11.6621414440193
2012,"Scotland","Oesophageal","Women","311",11.3854248772783,11.6520832576079
2013,"Scotland","Oesophageal","Women","349",12.5367477210898,11.6451718660945
2014,"Scotland","Oesophageal","Women","310",11.0133429999155,11.7370364742008
2015,"Scotland","Oesophageal","Women","332",11.6610187015972,10.89065795305
2016,"Scotland","Oesophageal","Women","287",9.9976121576374,10.8839701884278
2017,"Scotland","Oesophageal","Women","321",10.9932797060488,10.3306763456038
2018,"Scotland","Oesophageal","Women","297",10.0011371731253,10.0622185851742
2000,"Scotland","Pancreatic","Men","318",18.8190491806032,16.4289643082401
2001,"Scotland","Pancreatic","Men","267",15.0470503530667,16.6450975944116
2002,"Scotland","Pancreatic","Men","284",16.069193249565,15.9526863858753
2003,"Scotland","Pancreatic","Men","308",16.7418155549942,16.1753706537485
2004,"Scotland","Pancreatic","Men","291",15.7151031566863,16.006992624418
2005,"Scotland","Pancreatic","Men","290",15.5640591615735,15.7775344562463
2006,"Scotland","Pancreatic","Men","300",16.0534410504791,16.0325406466832
2007,"Scotland","Pancreatic","Men","322",16.4801217279969,16.9068040975342
2008,"Scotland","Pancreatic","Men","354",18.1868495141267,17.7681523233167
2009,"Scotland","Pancreatic","Men","370",18.6374857278266,18.1312525420592
2010,"Scotland","Pancreatic","Men","354",17.5694223842243,18.1945196281057
2011,"Scotland","Pancreatic","Men","383",18.3766507722662,17.972566156728
2012,"Scotland","Pancreatic","Men","386",17.9716253136936,18.3382286218837
2013,"Scotland","Pancreatic","Men","399",18.6664097796914,18.0644397406056
2014,"Scotland","Pancreatic","Men","384",17.5552841284319,18.125502773075
2015,"Scotland","Pancreatic","Men","408",18.1548144111018,17.9013013221305
2016,"Scotland","Pancreatic","Men","414",17.9938054268577,17.9070423735439
2017,"Scotland","Pancreatic","Men","411",17.5725072826721,17.8521736918039
2018,"Scotland","Pancreatic","Men","424",17.9902083658818,18.2622896782483
2000,"Scotland","Pancreatic","Women","325",13.2197806573946,13.30694599286
2001,"Scotland","Pancreatic","Women","321",12.9079922844234,12.7307912008098
2002,"Scotland","Pancreatic","Women","299",12.0646006606115,13.2319401453963
2003,"Scotland","Pancreatic","Women","367",14.723227491154,13.0453831771512
2004,"Scotland","Pancreatic","Women","309",12.3483213796881,13.6033602208411
2005,"Scotland","Pancreatic","Women","345",13.7385317916812,12.8835913377955
2006,"Scotland","Pancreatic","Women","319",12.5639208420172,13.2943750949312
2007,"Scotland","Pancreatic","Women","353",13.5806726510953,13.1053894393928
2008,"Scotland","Pancreatic","Women","347",13.1715748250658,13.7425360795538
2009,"Scotland","Pancreatic","Women","384",14.4753607625002,13.7893168755617
2010,"Scotland","Pancreatic","Women","367",13.721015039119,14.4141507809921
2011,"Scotland","Pancreatic","Women","404",15.0460765413571,14.4396596594517
2012,"Scotland","Pancreatic","Women","396",14.5518873978789,14.7129428756262
2013,"Scotland","Pancreatic","Women","403",14.5408646876425,14.7987970685067
2014,"Scotland","Pancreatic","Women","428",15.3036391199987,14.9543576954865
2015,"Scotland","Pancreatic","Women","428",15.0185692788184,15.0016826721263
2016,"Scotland","Pancreatic","Women","416",14.6828396175617,14.6230470884862
2017,"Scotland","Pancreatic","Women","412",14.1677323690784,14.1955034312663
2018,"Scotland","Pancreatic","Women","407",13.7359383071589,14.2986384166244
2000,"Scotland","Prostate","Men","2129",131.484491368045,132.357434272186
2001,"Scotland","Prostate","Men","2268",136.591624229035,138.268991800456
2002,"Scotland","Prostate","Men","2522",146.730859804288,143.976331604346
2003,"Scotland","Prostate","Men","2582",148.606510779714,150.271159394074
2004,"Scotland","Prostate","Men","2768",155.476107598219,148.648147830591
2005,"Scotland","Prostate","Men","2616",141.861825113839,149.182751642708
2006,"Scotland","Prostate","Men","2786",150.210322216065,146.199884791415
2007,"Scotland","Prostate","Men","2785",146.527507044342,150.021518722243
2008,"Scotland","Prostate","Men","2989",153.326726906322,151.608702264648
2009,"Scotland","Prostate","Men","3110",154.971872843279,151.376586105915
2010,"Scotland","Prostate","Men","2995",145.831158568144,152.418152940349
2011,"Scotland","Prostate","Men","3275",156.451427409623,150.264388060333
2012,"Scotland","Prostate","Men","3176",148.510578203232,154.333341011842
2013,"Scotland","Prostate","Men","3495",158.038017422672,154.06959928415
2014,"Scotland","Prostate","Men","3500",155.660202226546,154.466057320647
2015,"Scotland","Prostate","Men","3424",149.699952312723,152.545901350069
2016,"Scotland","Prostate","Men","3549",152.277549510937,152.395959942085
2017,"Scotland","Prostate","Men","3693",155.210378002596,162.451050711117
2018,"Scotland","Prostate","Men","4374",179.865224619819,163.7774706762
2003,"Wales","All sites excl. NMSC","Men","8516",736.65,734.663333333333
2004,"Wales","All sites excl. NMSC","Men","8840",754.33,739.03
2005,"Wales","All sites excl. NMSC","Men","8667",726.11,742.476666666667
2006,"Wales","All sites excl. NMSC","Men","9081",746.99,740.256666666667
2007,"Wales","All sites excl. NMSC","Men","9310",747.67,746.553333333333
2008,"Wales","All sites excl. NMSC","Men","9451",745,738.616666666666
2009,"Wales","All sites excl. NMSC","Men","9272",723.18,732.063333333333
2010,"Wales","All sites excl. NMSC","Men","9544",728.01,723.306666666667
2011,"Wales","All sites excl. NMSC","Men","9548",718.73,716.496666666667
2012,"Wales","All sites excl. NMSC","Men","9616",702.75,717.95
2013,"Wales","All sites excl. NMSC","Men","10146",732.37,720.366666666667
2014,"Wales","All sites excl. NMSC","Men","10254",725.98,721.063333333333
2015,"Wales","All sites excl. NMSC","Men","10128",704.84,711.803333333333
2016,"Wales","All sites excl. NMSC","Men","10289",704.59,693.95
2017,"Wales","All sites excl. NMSC","Men","10026",672.42,700.176666666667
2018,"Wales","All sites excl. NMSC","Men","10981",723.52,696.93
2003,"Wales","All sites excl. NMSC","Women","7969",528.04,532.61
2004,"Wales","All sites excl. NMSC","Women","8185",538.9,534.15
2005,"Wales","All sites excl. NMSC","Women","8183",535.51,542.126666666667
2006,"Wales","All sites excl. NMSC","Women","8467",551.97,543.906666666667
2007,"Wales","All sites excl. NMSC","Women","8447",544.24,551.97
2008,"Wales","All sites excl. NMSC","Women","8773",559.7,552.196666666667
2009,"Wales","All sites excl. NMSC","Women","8744",552.65,557.723333333333
2010,"Wales","All sites excl. NMSC","Women","8936",560.82,559.38
2011,"Wales","All sites excl. NMSC","Women","9102",564.67,558.75
2012,"Wales","All sites excl. NMSC","Women","8924",550.76,566.11
2013,"Wales","All sites excl. NMSC","Women","9551",582.9,570.88
2014,"Wales","All sites excl. NMSC","Women","9580",578.98,576.583333333333
2015,"Wales","All sites excl. NMSC","Women","9487",567.87,569.676666666667
2016,"Wales","All sites excl. NMSC","Women","9458",562.18,556.803333333333
2017,"Wales","All sites excl. NMSC","Women","9166",540.36,549.673333333333
2018,"Wales","All sites excl. NMSC","Women","9419",546.48,546.473333333333
2003,"Wales","Breast","Women","2414",162.38,160.993333333333
2004,"Wales","Breast","Women","2404",160.59,160.876666666667
2005,"Wales","Breast","Women","2403",159.66,161.516666666667
2006,"Wales","Breast","Women","2476",164.3,162.246666666667
2007,"Wales","Breast","Women","2483",162.78,166.386666666667
2008,"Wales","Breast","Women","2661",172.08,167.606666666667
2009,"Wales","Breast","Women","2615",167.96,170.143333333333
2010,"Wales","Breast","Women","2672",170.39,167.04
2011,"Wales","Breast","Women","2583",162.77,163.16
2012,"Wales","Breast","Women","2502",156.32,166.163333333333
2013,"Wales","Breast","Women","2902",179.4,172.27
2014,"Wales","Breast","Women","2955",181.09,178.353333333333
2015,"Wales","Breast","Women","2861",174.57,175.706666666667
2016,"Wales","Breast","Women","2836",171.46,170.54
2017,"Wales","Breast","Women","2749",165.59,167.333333333333
2018,"Wales","Breast","Women","2776",164.95,165.12
2003,"Wales","Colorectal","Men","1126",97.7,95.0033333333333
2004,"Wales","Colorectal","Men","1126",96.34,97.1833333333333
2005,"Wales","Colorectal","Men","1148",97.51,97.1866666666667
2006,"Wales","Colorectal","Men","1195",97.71,98.4533333333333
2007,"Wales","Colorectal","Men","1251",100.14,99.9866666666667
2008,"Wales","Colorectal","Men","1292",102.11,102.626666666667
2009,"Wales","Colorectal","Men","1358",105.63,105.626666666667
2010,"Wales","Colorectal","Men","1438",109.14,104.253333333333
2011,"Wales","Colorectal","Men","1305",97.99,103.806666666667
2012,"Wales","Colorectal","Men","1421",104.29,100.503333333333
2013,"Wales","Colorectal","Men","1375",99.23,100.71
2014,"Wales","Colorectal","Men","1386",98.61,96.5866666666667
2015,"Wales","Colorectal","Men","1308",91.92,94.7733333333333
2016,"Wales","Colorectal","Men","1366",93.79,92
2017,"Wales","Colorectal","Men","1332",90.29,90.8433333333333
2018,"Wales","Colorectal","Men","1335",88.45,90.33
2003,"Wales","Colorectal","Women","852",55.06,56.3833333333333
2004,"Wales","Colorectal","Women","895",57.69,56.0466666666667
2005,"Wales","Colorectal","Women","857",55.39,57.78
2006,"Wales","Colorectal","Women","941",60.26,59.44
2007,"Wales","Colorectal","Women","986",62.67,61.3
2008,"Wales","Colorectal","Women","976",60.97,61.9366666666667
2009,"Wales","Colorectal","Women","1007",62.17,60.1833333333333
2010,"Wales","Colorectal","Women","933",57.41,61.52
2011,"Wales","Colorectal","Women","1062",64.98,62.1
2012,"Wales","Colorectal","Women","1059",63.91,62.2466666666667
2013,"Wales","Colorectal","Women","968",57.85,61.1566666666667
2014,"Wales","Colorectal","Women","1046",61.71,59.3666666666667
2015,"Wales","Colorectal","Women","1002",58.54,58.9766666666667
2016,"Wales","Colorectal","Women","980",56.68,57.5466666666667
2017,"Wales","Colorectal","Women","1003",57.42,56.4033333333333
2018,"Wales","Colorectal","Women","982",55.11,58.3766666666667
2003,"Wales","Lung","Men","1299",112.67,111.763333333333
2004,"Wales","Lung","Men","1320",112.87,110.03
2005,"Wales","Lung","Men","1242",104.55,109.533333333333
2006,"Wales","Lung","Men","1347",111.18,108.006666666667
2007,"Wales","Lung","Men","1337",108.29,109.95
2008,"Wales","Lung","Men","1379",110.38,107.606666666667
2009,"Wales","Lung","Men","1327",104.15,105.77
2010,"Wales","Lung","Men","1335",102.78,104.116666666667
2011,"Wales","Lung","Men","1375",105.42,100.536666666667
2012,"Wales","Lung","Men","1265",93.41,100.123333333333
2013,"Wales","Lung","Men","1388",101.54,96.6166666666667
2014,"Wales","Lung","Men","1332",94.9,96.4366666666667
2015,"Wales","Lung","Men","1323",92.87,92.8833333333333
2016,"Wales","Lung","Men","1317",90.88,89.6733333333333
2017,"Wales","Lung","Men","1270",85.27,88.8566666666667
2018,"Wales","Lung","Men","1366",90.42,87.2433333333333
2003,"Wales","Lung","Women","833",55.34,58.62
2004,"Wales","Lung","Women","954",63.48,60.1133333333333
2005,"Wales","Lung","Women","932",61.52,63.4166666666667
2006,"Wales","Lung","Women","1010",65.25,62.55
2007,"Wales","Lung","Women","946",60.88,65.01
2008,"Wales","Lung","Women","1089",68.9,63.7533333333333
2009,"Wales","Lung","Women","982",61.48,65.4433333333333
2010,"Wales","Lung","Women","1060",65.95,64.6966666666667
2011,"Wales","Lung","Women","1081",66.66,68.1233333333333
2012,"Wales","Lung","Women","1164",71.76,68.4466666666667
2013,"Wales","Lung","Women","1106",66.92,68.98
2014,"Wales","Lung","Women","1147",68.26,68.6466666666667
2015,"Wales","Lung","Women","1203",70.76,70.6833333333333
2016,"Wales","Lung","Women","1253",73.03,70.4966666666667
2017,"Wales","Lung","Women","1175",67.7,69.72
2018,"Wales","Lung","Women","1207",68.43,68.1033333333333
2003,"Wales","Oesophageal","Men","275",23.36,22.63
2004,"Wales","Oesophageal","Men","260",21.99,22.1433333333333
2005,"Wales","Oesophageal","Men","256",21.08,22.36
2006,"Wales","Oesophageal","Men","297",24.01,23.2166666666667
2007,"Wales","Oesophageal","Men","306",24.56,24.2133333333333
2008,"Wales","Oesophageal","Men","311",24.07,24.0133333333333
2009,"Wales","Oesophageal","Men","302",23.41,23.7066666666667
2010,"Wales","Oesophageal","Men","311",23.64,22.14
2011,"Wales","Oesophageal","Men","264",19.37,21.1733333333333
2012,"Wales","Oesophageal","Men","281",20.51,19.77
2013,"Wales","Oesophageal","Men","271",19.43,20.6533333333333
2014,"Wales","Oesophageal","Men","313",22.02,21.23
2015,"Wales","Oesophageal","Men","319",22.24,21.1266666666667
2016,"Wales","Oesophageal","Men","281",19.12,20.5766666666667
2017,"Wales","Oesophageal","Men","303",20.37,20.7966666666667
2018,"Wales","Oesophageal","Men","349",22.9,21.16
2003,"Wales","Oesophageal","Women","160",10.19,10.72
2004,"Wales","Oesophageal","Women","156",9.93,10.0533333333333
2005,"Wales","Oesophageal","Women","158",10.04,10.1333333333333
2006,"Wales","Oesophageal","Women","162",10.43,10.1733333333333
2007,"Wales","Oesophageal","Women","160",10.05,10.23
2008,"Wales","Oesophageal","Women","165",10.21,10.14
2009,"Wales","Oesophageal","Women","170",10.16,9.81
2010,"Wales","Oesophageal","Women","151",9.06,9.83
2011,"Wales","Oesophageal","Women","171",10.27,9.16666666666667
2012,"Wales","Oesophageal","Women","138",8.17,9.00666666666667
2013,"Wales","Oesophageal","Women","144",8.58,8.51333333333333
2014,"Wales","Oesophageal","Women","150",8.79,8.96333333333333
2015,"Wales","Oesophageal","Women","162",9.52,8.95
2016,"Wales","Oesophageal","Women","148",8.54,8.88666666666666
2017,"Wales","Oesophageal","Women","152",8.6,8.59666666666667
2018,"Wales","Oesophageal","Women","157",8.65,8.29666666666667
2003,"Wales","Pancreatic","Men","205",18.34,18.1733333333333
2004,"Wales","Pancreatic","Men","207",18.24,18.27
2005,"Wales","Pancreatic","Men","216",18.23,17.9833333333333
2006,"Wales","Pancreatic","Men","216",17.48,17.7566666666667
2007,"Wales","Pancreatic","Men","217",17.56,16.97
2008,"Wales","Pancreatic","Men","206",15.87,17.3833333333333
2009,"Wales","Pancreatic","Men","237",18.72,18.1366666666667
2010,"Wales","Pancreatic","Men","257",19.82,19.44
2011,"Wales","Pancreatic","Men","259",19.78,19.2733333333333
2012,"Wales","Pancreatic","Men","249",18.22,19.03
2013,"Wales","Pancreatic","Men","266",19.09,19.03
2014,"Wales","Pancreatic","Men","278",19.78,18.6866666666667
2015,"Wales","Pancreatic","Men","249",17.19,18.2233333333333
2016,"Wales","Pancreatic","Men","258",17.7,17.0866666666667
2017,"Wales","Pancreatic","Men","241",16.37,17.7333333333333
2018,"Wales","Pancreatic","Men","289",19.13,18.0666666666667
2003,"Wales","Pancreatic","Women","236",15.3,14.6133333333333
2004,"Wales","Pancreatic","Women","227",14.39,14.58
2005,"Wales","Pancreatic","Women","224",14.05,14.3466666666667
2006,"Wales","Pancreatic","Women","231",14.6,14.55
2007,"Wales","Pancreatic","Women","238",15,14.89
2008,"Wales","Pancreatic","Women","240",15.07,14.9766666666667
2009,"Wales","Pancreatic","Women","240",14.86,15.4033333333333
